id,source_file,source_line,heuristic_type,current_expression,risk_level,resolution_mode,target_change,tests_required,owner_package,status,rule_uuid,severity,buckets,false_positive_risk,evidence_level,verification_rule
H-CODE-0011,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,19,SCORING,* Supported heuristic risk levels.,HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-11-verification::Ensure heuristic entry H-CODE-11 stays covered by unit/integration assertions.
H-CODE-0012,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,21,SCORING,"export type IHeuristicRiskLevel = ""LOW"" | ""MEDIUM"" | ""HIGH"" | ""CRITICAL""",CRITICAL,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-12-verification::Ensure heuristic entry H-CODE-12 stays covered by unit/integration assertions.
H-CODE-0013,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,24,OTHER,* Supported resolution modes for heuristic entries.,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-13-verification::Ensure heuristic entry H-CODE-13 stays covered by unit/integration assertions.
H-CODE-0014,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,26,OTHER,"export type IHeuristicResolutionMode = ""ELIMINATE"" | ""HARDEN"" | ""KEEP_CODE_FIRST""",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-14-verification::Ensure heuristic entry H-CODE-14 stays covered by unit/integration assertions.
H-CODE-0015,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,29,OTHER,* Supported lifecycle status for heuristic entries.,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-15-verification::Ensure heuristic entry H-CODE-15 stays covered by unit/integration assertions.
H-CODE-0016,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,31,OTHER,"export type IHeuristicStatus = ""UNTRIAGED"" | ""TRIAGED"" | ""IMPLEMENTED""",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-16-verification::Ensure heuristic entry H-CODE-16 stays covered by unit/integration assertions.
H-CODE-0017,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,34,OTHER,* Rule describing how a heuristic entry is verified.,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-17-verification::Ensure heuristic entry H-CODE-17 stays covered by unit/integration assertions.
H-CODE-0018,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,36,OTHER,export interface IHeuristicVerificationRule {,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-18-verification::Ensure heuristic entry H-CODE-18 stays covered by unit/integration assertions.
H-CODE-0019,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,43,OTHER,"* Registry entry for a detected heuristic in code, plans, or rule definitions.",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-19-verification::Ensure heuristic entry H-CODE-19 stays covered by unit/integration assertions.
H-CODE-0020,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,45,OTHER,export interface IHeuristicRegistryEntry {,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-20-verification::Ensure heuristic entry H-CODE-20 stays covered by unit/integration assertions.
H-CODE-0021,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,49,OTHER,readonly heuristicType: IHeuristicType,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-21-verification::Ensure heuristic entry H-CODE-21 stays covered by unit/integration assertions.
H-CODE-0022,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,51,SCORING,readonly riskLevel: IHeuristicRiskLevel,HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-22-verification::Ensure heuristic entry H-CODE-22 stays covered by unit/integration assertions.
H-CODE-0023,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,52,OTHER,readonly resolutionMode: IHeuristicResolutionMode,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-23-verification::Ensure heuristic entry H-CODE-23 stays covered by unit/integration assertions.
H-CODE-0024,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,56,OTHER,readonly status: IHeuristicStatus,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-24-verification::Ensure heuristic entry H-CODE-24 stays covered by unit/integration assertions.
H-CODE-0025,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,60,SCORING,readonly falsePositiveRisk?: IHeuristicRiskLevel,HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-25-verification::Ensure heuristic entry H-CODE-25 stays covered by unit/integration assertions.
H-CODE-0026,packages/core/src/application/dto/heuristics/heuristic-registry-entry.dto.ts,62,OTHER,readonly verificationRule?: IHeuristicVerificationRule,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-26-verification::Ensure heuristic entry H-CODE-26 stays covered by unit/integration assertions.
H-CODE-0027,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,2,OTHER,"IHeuristicResolutionMode,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-27-verification::Ensure heuristic entry H-CODE-27 stays covered by unit/integration assertions.
H-CODE-0028,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,3,SCORING,"IHeuristicRiskLevel,",HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-28-verification::Ensure heuristic entry H-CODE-28 stays covered by unit/integration assertions.
H-CODE-0029,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,4,OTHER,"IHeuristicVerificationRule,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-29-verification::Ensure heuristic entry H-CODE-29 stays covered by unit/integration assertions.
H-CODE-0030,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,5,OTHER,"} from ""../heuristics/heuristic-registry-entry.dto""",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-30-verification::Ensure heuristic entry H-CODE-30 stays covered by unit/integration assertions.
H-CODE-0031,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,8,OTHER,* Heuristics metadata transported with imported rules.,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-31-verification::Ensure heuristic entry H-CODE-31 stays covered by unit/integration assertions.
H-CODE-0032,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,10,OTHER,export interface IImportedRuleHeuristicsMetadata {,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-32-verification::Ensure heuristic entry H-CODE-32 stays covered by unit/integration assertions.
H-CODE-0033,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,11,OTHER,readonly heuristicsSchemaVersion: number,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-33-verification::Ensure heuristic entry H-CODE-33 stays covered by unit/integration assertions.
H-CODE-0034,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,13,OTHER,readonly resolutionMode: IHeuristicResolutionMode,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-34-verification::Ensure heuristic entry H-CODE-34 stays covered by unit/integration assertions.
H-CODE-0035,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,14,OTHER,readonly verificationRule: IHeuristicVerificationRule,LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-35-verification::Ensure heuristic entry H-CODE-35 stays covered by unit/integration assertions.
H-CODE-0036,packages/core/src/application/dto/rules/rule-import-metadata.dto.ts,15,SCORING,readonly falsePositiveRisk: IHeuristicRiskLevel,HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-36-verification::Ensure heuristic entry H-CODE-36 stays covered by unit/integration assertions.
H-CODE-0037,packages/core/src/index.ts,6,OTHER,"type IHeuristicRegistryEntry,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-37-verification::Ensure heuristic entry H-CODE-37 stays covered by unit/integration assertions.
H-CODE-0038,packages/core/src/index.ts,7,OTHER,"type IHeuristicResolutionMode,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-38-verification::Ensure heuristic entry H-CODE-38 stays covered by unit/integration assertions.
H-CODE-0039,packages/core/src/index.ts,8,SCORING,"type IHeuristicRiskLevel,",HIGH,HARDEN,Keep scoring in code and add deterministic unit/integration checks.,unit-score-calculation|integration-score-pipeline,@codenautic/core,TRIAGED,,,,,,h-code-39-verification::Ensure heuristic entry H-CODE-39 stays covered by unit/integration assertions.
H-CODE-0040,packages/core/src/index.ts,9,OTHER,"type IHeuristicStatus,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-40-verification::Ensure heuristic entry H-CODE-40 stays covered by unit/integration assertions.
H-CODE-0041,packages/core/src/index.ts,10,OTHER,"type IHeuristicType,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-41-verification::Ensure heuristic entry H-CODE-41 stays covered by unit/integration assertions.
H-CODE-0042,packages/core/src/index.ts,11,OTHER,"type IHeuristicVerificationRule,",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-42-verification::Ensure heuristic entry H-CODE-42 stays covered by unit/integration assertions.
H-CODE-0043,packages/core/src/index.ts,12,OTHER,"} from ""./application/dto/heuristics/heuristic-registry-entry.dto""",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-43-verification::Ensure heuristic entry H-CODE-43 stays covered by unit/integration assertions.
H-CODE-0044,packages/core/src/index.ts,13,OTHER,"export {type IImportedRuleHeuristicsMetadata} from ""./application/dto/rules/rule-import-metadata.dto""",LOW,KEEP_CODE_FIRST,Keep in code-first mode and document verification strategy.,unit-heuristic-coverage,@codenautic/core,TRIAGED,,,,,,h-code-44-verification::Ensure heuristic entry H-CODE-44 stays covered by unit/integration assertions.
H-CODE-0045,packages/core/src/shared/dependency-direction-guard.ts,56,FALLBACK_DEFAULT,const DEFAULT_ALIAS_TARGETS = {,MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-45-verification::Ensure heuristic entry H-CODE-45 stays covered by unit/integration assertions.
H-CODE-0046,packages/core/src/shared/dependency-direction-guard.ts,327,FALLBACK_DEFAULT,* Builds alias resolution map using repository defaults and custom aliases.,MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-46-verification::Ensure heuristic entry H-CODE-46 stays covered by unit/integration assertions.
H-CODE-0047,packages/core/src/shared/dependency-direction-guard.ts,338,FALLBACK_DEFAULT,const defaults = repositoryRoot === null ? {} : buildDefaultAliasDirectories(repositoryRoot),MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-47-verification::Ensure heuristic entry H-CODE-47 stays covered by unit/integration assertions.
H-CODE-0048,packages/core/src/shared/dependency-direction-guard.ts,340,FALLBACK_DEFAULT,"...defaults,",MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-48-verification::Ensure heuristic entry H-CODE-48 stays covered by unit/integration assertions.
H-CODE-0049,packages/core/src/shared/dependency-direction-guard.ts,362,FALLBACK_DEFAULT,* Builds default alias mapping for workspace packages.,MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-49-verification::Ensure heuristic entry H-CODE-49 stays covered by unit/integration assertions.
H-CODE-0050,packages/core/src/shared/dependency-direction-guard.ts,367,FALLBACK_DEFAULT,"function buildDefaultAliasDirectories(repositoryRoot: string): Readonly<Record<string, string>> {",MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-50-verification::Ensure heuristic entry H-CODE-50 stays covered by unit/integration assertions.
H-CODE-0051,packages/core/src/shared/dependency-direction-guard.ts,370,FALLBACK_DEFAULT,"for (const [alias, relativeTarget] of Object.entries(DEFAULT_ALIAS_TARGETS)) {",MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-51-verification::Ensure heuristic entry H-CODE-51 stays covered by unit/integration assertions.
H-CODE-0052,packages/core/tests/architecture/fixtures/valid-direction/src/domain/services/rule.service.ts,1,FALLBACK_DEFAULT,"import {DEFAULT_RULE_NAME} from ""../value-objects/rule-name.value-object""",MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-52-verification::Ensure heuristic entry H-CODE-52 stays covered by unit/integration assertions.
H-CODE-0053,packages/core/tests/architecture/fixtures/valid-direction/src/domain/services/rule.service.ts,4,FALLBACK_DEFAULT,return DEFAULT_RULE_NAME,MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-53-verification::Ensure heuristic entry H-CODE-53 stays covered by unit/integration assertions.
H-CODE-0054,packages/core/tests/architecture/fixtures/valid-direction/src/domain/value-objects/rule-name.value-object.ts,1,FALLBACK_DEFAULT,"export const DEFAULT_RULE_NAME = ""default-rule""",MEDIUM,KEEP_CODE_FIRST,Harden fallback/default policy and validate environment-specific behavior.,unit-env-matrix|integration-default-behavior,@codenautic/core,TRIAGED,,,,,,h-code-54-verification::Ensure heuristic entry H-CODE-54 stays covered by unit/integration assertions.
H-CODE-0055,packages/runtime/src/api/migrations/defaults/categories.json,7,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-55-verification::Ensure heuristic entry H-CODE-55 stays covered by unit/integration assertions.
H-CODE-0056,packages/runtime/src/api/migrations/defaults/categories.json,13,WEIGHTING,"""weight"": 8",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-56-verification::Ensure heuristic entry H-CODE-56 stays covered by unit/integration assertions.
H-CODE-0057,packages/runtime/src/api/migrations/defaults/categories.json,19,WEIGHTING,"""weight"": 5",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-57-verification::Ensure heuristic entry H-CODE-57 stays covered by unit/integration assertions.
H-CODE-0058,packages/runtime/src/api/migrations/defaults/categories.json,25,WEIGHTING,"""weight"": 12",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-58-verification::Ensure heuristic entry H-CODE-58 stays covered by unit/integration assertions.
H-CODE-0059,packages/runtime/src/api/migrations/defaults/categories.json,31,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-59-verification::Ensure heuristic entry H-CODE-59 stays covered by unit/integration assertions.
H-CODE-0060,packages/runtime/src/api/migrations/defaults/categories.json,37,WEIGHTING,"""weight"": 8",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-60-verification::Ensure heuristic entry H-CODE-60 stays covered by unit/integration assertions.
H-CODE-0061,packages/runtime/src/api/migrations/defaults/categories.json,43,WEIGHTING,"""weight"": 5",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-61-verification::Ensure heuristic entry H-CODE-61 stays covered by unit/integration assertions.
H-CODE-0062,packages/runtime/src/api/migrations/defaults/categories.json,49,WEIGHTING,"""weight"": 12",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-62-verification::Ensure heuristic entry H-CODE-62 stays covered by unit/integration assertions.
H-CODE-0063,packages/runtime/src/api/migrations/defaults/categories.json,55,WEIGHTING,"""weight"": 20",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-63-verification::Ensure heuristic entry H-CODE-63 stays covered by unit/integration assertions.
H-CODE-0064,packages/runtime/src/api/migrations/defaults/categories.json,61,WEIGHTING,"""weight"": 10",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-64-verification::Ensure heuristic entry H-CODE-64 stays covered by unit/integration assertions.
H-CODE-0065,packages/runtime/src/api/migrations/defaults/categories.json,67,WEIGHTING,"""weight"": 8",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-65-verification::Ensure heuristic entry H-CODE-65 stays covered by unit/integration assertions.
H-CODE-0066,packages/runtime/src/api/migrations/defaults/categories.json,73,WEIGHTING,"""weight"": 8",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-66-verification::Ensure heuristic entry H-CODE-66 stays covered by unit/integration assertions.
H-CODE-0067,packages/runtime/src/api/migrations/defaults/categories.json,79,WEIGHTING,"""weight"": 20",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-67-verification::Ensure heuristic entry H-CODE-67 stays covered by unit/integration assertions.
H-CODE-0068,packages/runtime/src/api/migrations/defaults/categories.json,85,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-68-verification::Ensure heuristic entry H-CODE-68 stays covered by unit/integration assertions.
H-CODE-0069,packages/runtime/src/api/migrations/defaults/categories.json,91,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-69-verification::Ensure heuristic entry H-CODE-69 stays covered by unit/integration assertions.
H-CODE-0070,packages/runtime/src/api/migrations/defaults/categories.json,97,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-70-verification::Ensure heuristic entry H-CODE-70 stays covered by unit/integration assertions.
H-CODE-0071,packages/runtime/src/api/migrations/defaults/categories.json,103,WEIGHTING,"""weight"": 3",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-71-verification::Ensure heuristic entry H-CODE-71 stays covered by unit/integration assertions.
H-CODE-0072,packages/runtime/src/api/migrations/defaults/categories.json,109,WEIGHTING,"""weight"": 5",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-72-verification::Ensure heuristic entry H-CODE-72 stays covered by unit/integration assertions.
H-CODE-0073,packages/runtime/src/api/migrations/defaults/categories.json,115,WEIGHTING,"""weight"": 5",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-73-verification::Ensure heuristic entry H-CODE-73 stays covered by unit/integration assertions.
H-CODE-0074,packages/runtime/src/api/migrations/defaults/categories.json,121,WEIGHTING,"""weight"": 10",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-74-verification::Ensure heuristic entry H-CODE-74 stays covered by unit/integration assertions.
H-CODE-0075,packages/runtime/src/api/migrations/defaults/categories.json,127,WEIGHTING,"""weight"": 10",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-75-verification::Ensure heuristic entry H-CODE-75 stays covered by unit/integration assertions.
H-CODE-0076,packages/runtime/src/api/migrations/defaults/categories.json,133,WEIGHTING,"""weight"": 2",MEDIUM,KEEP_CODE_FIRST,Keep weights explicit in code and verify calibration boundaries.,unit-weight-calibration,@codenautic/runtime,TRIAGED,,,,,,h-code-76-verification::Ensure heuristic entry H-CODE-76 stays covered by unit/integration assertions.
